Alloy,No,S_Phase,Phase,a (�),delta,Tm (K),D_Tm (K),Hmix (kJ/mol),?Hmix (kJ/mol),Sid (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa),D_Bulk (GPa),Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,Ns,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr
Al3Ti,2,IM,IM,1.4395,0.009024231,1185.3525,436.2732875,-22.5,3.247595264,0.562335145,1.5925,0.030310889,3.25,0.433012702,84.5,14.72243186,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AlTi,2,IM,IM,1.447,0.010366275,1437.235,503.765,-30,0,0.693147181,1.575,0.035,3.5,0.5,93,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Al3V,2,IM,IM,1.403,0.035801478,1245.8525,541.0623614,-12,1.732050808,0.562335145,1.615,0.008660254,3.5,0.866025404,97,36.37306696,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Al8V5,2,IM,IM,1.387384615,0.040676892,1414.058462,607.9016623,-15.14792899,0.41453617,0.666278442,1.617692308,0.009730085,3.769230769,0.973008511,108.3076923,40.86635745,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Al3Yb,2,IM,IM,1.499,0.077416547,974.3525,70.81056714,-15,2.165063509,0.562335145,1.4825,0.220836478,2.75,0.433012702,64.75,19.48557159,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Al2Zr3,2,IM,IM,1.5346,0.054589176,1650.188,585.1977965,-42.24,0.862220389,0.673011667,1.442,0.137171426,3.6,0.489897949,30.4,37.23224409,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Al3Zr,2,IM,IM,1.47475,0.050208627,1232.1025,517.2466628,-33,4.763139721,0.562335145,1.54,0.121243557,3.25,0.433012702,57,32.90896534,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Al3Zr4,2,IM,IM,1.529714286,0.055319516,1616.058571,591.1390432,-43.10204082,0.444374551,0.682908105,1.45,0.138564065,3.571428571,0.494871659,32.57142857,37.61024611,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AuBe5,2,IM,IM,1.173666667,0.102245653,1522.888333,82.98420942,0,0,0.450561209,1.731666667,0.361497656,3.5,3.354101966,145,33.54101966,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au2Bi,2,IM,IM,1.494666667,0.049831789,1073.12,373.6493653,1.777777778,0.10475656,0.636514168,2.366666667,0.245130351,9,2.828427125,157,89.09545443,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AuCu,2,IM,IM,1.36,0.060294118,1347.55,10.22,-9,0,0.693147181,2.22,0.32,11,0,180,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AuCu3,2,IM,IM,1.319,0.053839335,1352.66,8.850779627,-6.75,0.974278579,0.562335145,2.06,0.277128129,11,0,160,34.64101615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AuGa2,2,IM,IM,1.408666667,0.016732295,647.7166667,487.6302644,-16.88888889,0.995187322,0.636514168,2.053333333,0.3441253,5.666666667,3.771236166,73.33333333,103.7089946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au3In2,2,IM,IM,1.4892,0.038818129,974.298,444.6215802,-10.56,0.215555097,0.673011667,2.236,0.372322441,7.8,3.919183588,132,107.7775487,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au2Pb,2,IM,IM,1.561333333,0.10808891,1091.756667,347.2931386,1.777777778,0.10475656,0.636514168,2.47,0.098994949,8.666666667,3.299831646,162,82.02438662,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AuPb2,2,IM,IM,1.680666667,0.100414212,846.1833333,347.2931386,1.777777778,0.10475656,0.636514168,2.4,0.098994949,6.333333333,3.299831646,104,82.02438662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AuPb3,2,IM,IM,1.7105,0.090627622,784.79,319.0091177,1.5,0.216506351,0.562335145,2.3825,0.090932667,5.75,3.031088913,89.5,75.34421013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AuSb2,2,IM,IM,1.367333333,0.03861334,1048.296667,204.37743,-3.555555556,0.20951312,0.636514168,2.213333333,0.230988215,7,2.828427125,101.3333333,83.9100047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au9Sn,2,IM,IM,1.4598,0.036580353,1254.105,249.675,-3.6,1.92,0.325082973,2.482,0.174,10.3,2.1,203.8,48.6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AuSn,2,IM,IM,1.531,0.05813194,921.205,416.125,-10,0,0.693147181,2.25,0.29,7.5,3.5,139,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AuSn2,2,IM,IM,1.560666667,0.053765488,782.4966667,392.3264124,-8.888888889,0.523782801,0.636514168,2.153333333,0.273414622,6.333333333,3.299831646,112,76.36753237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AuSn4,2,IM,IM,1.5844,0.044938147,671.53,332.9,-6.4,1.44,0.500402424,2.076,0.232,5.4,2.8,90.4,64.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
B4Co,2,IM,IM,0.9302,0.172436035,2232.8,232.4,-15.36,3.456,0.500402424,2.008,0.064,4.2,2.4,215.2,17.6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCo2,2,IM,IM,1.117333333,0.16918247,1961.666667,273.8860266,-21.33333333,1.257078722,0.636514168,1.933333333,0.075424723,7,2.828427125,194.6666667,20.74179891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCr2,2,IM,IM,1.116,0.168539788,2236.333333,79.66736401,-27.55555556,1.623726683,0.636514168,1.786666667,0.179133718,5,1.414213562,181.3333333,30.16988933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNi2,2,IM,IM,1.114,0.167572882,1935,292.7422074,-21.33333333,1.257078722,0.636514168,1.953333333,0.061282588,7.666666667,3.299831646,194.6666667,20.74179891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNi3,2,IM,IM,1.147,0.149496975,1883.25,268.9008879,-18,2.598076211,0.562335145,1.9425,0.056291651,8.25,3.031088913,191,19.05255888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be3Nb,2,IM,IM,1.19725,0.11175688,1857.5,515.2851153,-18.75,2.706329387,0.562335145,1.5775,0.012990381,2.75,1.299038106,140,17.32050808,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be17Ti2,2,IM,IM,1.156,0.090793369,1600.105263,116.9259301,-11.30193906,5.738289152,0.336495758,1.566842105,0.009206766,2.210526316,0.61378441,127.8947368,6.1378441,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Be2Ti,2,IM,IM,1.234,0.130648579,1687,179.6051224,-26.66666667,1.571348403,0.636514168,1.56,0.014142136,2.666666667,0.942809042,123.3333333,9.428090416,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bi2Mg3,2,IM,IM,1.6006,0.000306071,771.68,185.3283939,-9.6,0.195959179,0.673011667,1.594,0.347827543,3.2,1.469693846,39.4,6.85857128,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi3Pb7,2,IM,IM,1.74,0.052673284,583.837,25.62118071,0,0,0.610864302,2.237,0.142059847,4.3,0.458257569,41.5,6.873863542,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaCu5,2,IM,IM,1.394333333,0.186561732,1317.308333,90.47503715,-7.222222222,2.153250645,0.450561209,1.75,0.335410197,9.5,3.354101966,119.5,45.83939354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZn13,2,IM,IM,1.4365,0.104163159,722.8457143,108.7640296,-5.836734694,4.162677274,0.257318641,1.603571429,0.167400595,11.28571429,2.575393768,66.21428571,13.64958697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Cd10Cu3,2,IM,IM,1.501076923,0.081397736,770.4238462,321.7027375,4.26035503,0.732955994,0.540204142,1.738461538,0.088478259,11.76923077,0.421325044,64.61538462,41.28985434,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd3Cu4,2,IM,IM,1.402285714,0.10234204,1030.534286,377.8592555,5.87755102,0.06059653,0.682908105,1.81,0.103923048,11.42857143,0.494871659,98,48.49742261,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd3Mg,2,IM,IM,1.57625,0.009065452,676.415,142.3659161,-4.5,0.649519053,0.562335145,1.595,0.164544827,9.5,4.330127019,42.75,1.299038106,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdMg,2,IM,IM,1.5845,0.01041338,758.61,164.39,-6,0,0.693147181,1.5,0.19,7,5,43.5,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdMg3,2,IM,IM,1.59275,0.008971539,840.805,142.3659161,-4.5,0.649519053,0.562335145,1.405,0.164544827,4.5,4.330127019,44.25,1.299038106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdSn10,2,IM,IM,1.615272727,0.009254752,513.1836364,25.62594824,0,0,0.304636097,1.935454545,0.077619543,4.727272727,2.299838298,56.54545455,4.599676597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Co3Sn2,2,IM,IM,1.3986,0.129252355,1262.832,618.7019172,0,0,0.673011667,1.912,0.039191836,7,2.449489743,131.2,59.76754972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CoTi,2,IM,IM,1.3565,0.077773682,1854.5,86.5,-28,0,0.693147181,1.71,0.17,6.5,2.5,145,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Co2V3,2,IM,IM,1.29,0.02468478,2017,203.3076487,-13.44,0.274342851,0.673011667,1.73,0.122474487,6.6,1.959591794,168,9.797958971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CoZn,2,IM,IM,1.323,0.054421769,1230.34,537.66,-5,0,0.693147181,1.765,0.115,10.5,1.5,125,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CrFe,2,IM,IM,1.245,0.003212851,1995.5,184.5,-1,0,0.693147181,1.745,0.085,7,1,165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cr2Mn11,2,IM,IM,1.334461538,0.027307585,1620.692308,238.4896013,1.041420118,0.345856783,0.429323022,1.566923077,0.039688133,6.846153846,0.360801212,126.1538462,14.43204849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cr3Si,2,IM,IM,1.225,0.033934057,2056.75,213.475262,-27.75,4.005367493,0.562335145,1.72,0.103923048,5.5,0.866025404,145,25.98076211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrSi2,2,IM,IM,1.185,0.038189733,1851.333333,232.4024287,-32.88888889,1.937996363,0.636514168,1.82,0.113137085,4.666666667,0.942809042,120,28.28427125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu4Ce,2,IM,IM,1.3524,0.110026619,1299.816,115.908,-13.44,3.024,0.500402424,1.744,0.312,9.6,2.8,116.4,47.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu5Ce,2,IM,IM,1.34,0.103459862,1309.475,107.990903,-11.66666667,3.478327965,0.450561209,1.77,0.290688837,9.833333333,2.608745974,120.3333333,43.97600356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CuDy,2,IM,IM,1.526,0.162516383,1518.885,161.115,-22,0,0.693147181,1.56,0.34,11.5,0.5,90.5,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CuEr,2,IM,IM,1.517,0.157547792,1579.885,222.115,-23,0,0.693147181,1.57,0.33,12.5,1.5,92,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu3Ge,2,IM,IM,1.2685,0.012971606,1321.1775,63.38006918,-8.625,1.244911518,0.562335145,1.9275,0.047631397,9.25,3.031088913,105,60.62177826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu51Hf14,2,IM,IM,1.342615385,0.091855546,1605.081077,472.0246064,-11.49159763,2.264443064,0.521004041,1.770769231,0.246653339,9.492307692,2.877622293,133.5384615,12.33266697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu11In9,2,IM,IM,1.4049,0.099859939,940.161,461.6841207,9.9,0.049749372,0.688138814,1.846,0.059699246,7.4,3.979949748,77,69.6491206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu2In,2,IM,IM,1.372,0.096892183,1048.43,437.4728234,8.888888889,0.523782801,0.636514168,1.86,0.056568542,8.333333333,3.771236166,93.33333333,65.99663291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu4In,2,IM,IM,1.3344,0.084532374,1172.166,371.208,6.4,1.44,0.500402424,1.876,0.048,9.4,3.2,112,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
